,pair_id,similarity_alg,relation,scaled_similarity_worker,scaled_similarity_worker_docset
53,ocds-0c46vo-0005-41036_Tender_41036ocds-0c46vo-0049-E65365882_Tender_E65365882,1,25,1.0659649963896036,1.1985762745640542
54,ocds-0c46vo-0005-41036_Tender_41036ocds-0c46vo-0133-024194-2019_Tender_024194-2019_td,3,1,12.678928023921461,9.322556656914754
55,ocds-0c46vo-0005-41036_Tender_41036ocds-0c46vo-0133-030999-2019_Tender_030999-2019_td,2,8,2.2416008733917576,1.948972479796252
56,ocds-0c46vo-0005-41036_Tender_41036ocds-0c46vo-0133-047064-2019_Tender_047064-2019_td,2,13,5.323054747102145,4.732925289865935
57,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0020-queensuniversitybelfast_991_Tender_queensuniversitybelfast_991,2,16,0.9006631651574676,1.2968053265491941
58,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0020-sheffield_1955_Tender_sheffield_1955,2,8,0.8203407203467388,1.3122608181235709
59,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0022-FEB282678_Tender_FEB282678,2,15,0.7748772508876123,1.2697648117916351
60,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0022-FEB284639_Tender_FEB284639,2,17,0.9551811506234267,1.2968053265491941
61,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0022-FEB285103_Tender_FEB285103,1,25,1.668638036005838,2.0124416062352295
62,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0022-FEB285396_Tender_FEB285396,0,34,3.20154641294004,2.545846939539223
63,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0022-FEB285575_Tender_FEB285575,1,27,1.668638036005838,1.4063487693814147
64,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0022-FEB285724_Tender_FEB285724,1,26,1.801326330314935,2.055297933995129
65,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0022-FEB285732_Tender_FEB285732,1,33,1.4616092362394706,1.7321592466563298
66,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0022-FEB285802_Tender_FEB285802,1,29,0.8203407203467388,0.8627479900259918
67,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0022-FEB285806_Tender_FEB285806,2,18,1.4585767505381708,1.6023348675248847
68,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0022-JAN281518_Tender_JAN281518,2,7,22.417188514124526,10.604319147681448
69,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0022-MAR286089_Tender_MAR286089,2,13,0.757968106444189,1.2968053265491941
70,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0117-114662_Tender_114662,1,31,1.3991047646609955,1.6061507608109482
71,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0117-147826_Tender_147826,2,10,4.372416548924885,3.6541688231044884
72,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0133-015735-2019_Tender_015735-2019_td,2,14,1.2470312625837183,1.709395187808322
73,ocds-0c46vo-0005-41074_Tender_41074ocds-0c46vo-0133-066499-2019_Tender_066499-2019_td,3,1,1.396187439254171,1.7355091783867005
74,ocds-0c46vo-0005-41096_Tender_41096ocds-0c46vo-0022-FEB285173_Tender_FEB285173,2,7,1.1171645398358105,1.2128699670310048
75,ocds-0c46vo-0005-41096_Tender_41096ocds-0c46vo-0022-FEB343839_Tender_FEB343839,2,8,0.757968106444189,0.8419789123689192
76,ocds-0c46vo-0005-41096_Tender_41096ocds-0c46vo-0022-FEB344783_Tender_FEB344783,2,14,1.323974088122289,1.2968053265491941
77,ocds-0c46vo-0005-41096_Tender_41096ocds-0c46vo-0022-FEB346855_Tender_FEB346855,2,13,3.2017947378437097,2.2703004767143335
78,ocds-0c46vo-0005-41096_Tender_41096ocds-0c46vo-0117-141341_Tender_141341,1,25,1.0567719790780055,1.5762468265268477
79,ocds-0c46vo-0005-41096_Tender_41096ocds-0c46vo-0133-030743-2019_Tender_030743-2019_td,3,1,70.49265024855755,23.135864089657815
80,ocds-0c46vo-0005-41203_Tender_41203ocds-0c46vo-0009-DN387392-1_Tender_DN387392-1,2,14,2.2289125908186684,2.2289125908186684
81,ocds-0c46vo-0005-41203_Tender_41203ocds-0c46vo-0022-FEB285444_Tender_FEB285444,1,25,1.1462831696102191,1.3932217359538233
82,ocds-0c46vo-0005-41203_Tender_41203ocds-0c46vo-0022-FEB345771_Tender_FEB345771,2,7,2.668939249296847,2.5407596124372156
83,ocds-0c46vo-0005-41203_Tender_41203ocds-0c46vo-0022-MAR287978_Tender_MAR287978,3,1,1.801326330314935,1.5251455408527665
84,ocds-0c46vo-0005-41203_Tender_41203ocds-0c46vo-0133-007289-2019_Tender_007289-2019_td,2,8,0.8827133342492887,1.42588888016246
85,ocds-0c46vo-0005-41204_Tender_41204ocds-0c46vo-0005-41205_Tender_41205,3,1,18.013263303149348,8.182288451472495
86,ocds-0c46vo-0005-41204_Tender_41204ocds-0c46vo-0022-FEB284020_Tender_FEB284020,2,15,3.91515820512861,3.9430538893992355
87,ocds-0c46vo-0005-41204_Tender_41204ocds-0c46vo-0022-FEB285135_Tender_FEB285135,1,25,0.9186477504729347,1.4358263581175348
88,ocds-0c46vo-0005-41204_Tender_41204ocds-0c46vo-0096-JAN156413_Tender_JAN156413,2,13,2.9634398026611777,2.7125210677181517
89,ocds-0c46vo-0005-41204_Tender_41204ocds-0c46vo-0117-146173_Tender_146173,2,7,5.521366844621413,4.293886361202784
90,ocds-0c46vo-0005-41204_Tender_41204ocds-0c46vo-0133-003061-2019_Tender_003061-2019_td,1,26,1.090173511600497,1.2697648117916351
91,ocds-0c46vo-0005-41205_Tender_41205ocds-0c46vo-0005-41204_Tender_41204,3,1,20.23810585972238,12.812845933109099
92,ocds-0c46vo-0005-41205_Tender_41205ocds-0c46vo-0022-FEB284020_Tender_FEB284020,2,15,3.7776848878453304,1.7517037084665876
93,ocds-0c46vo-0005-41205_Tender_41205ocds-0c46vo-0022-FEB285135_Tender_FEB285135,1,25,1.576104589298815,1.7589947310445146
94,ocds-0c46vo-0005-41205_Tender_41205ocds-0c46vo-0096-JAN156413_Tender_JAN156413,2,13,1.0762390730204618,1.2832850691704145
95,ocds-0c46vo-0005-41205_Tender_41205ocds-0c46vo-0117-146173_Tender_146173,2,7,4.242830989275451,3.9107973068133317
96,ocds-0c46vo-0005-41205_Tender_41205ocds-0c46vo-0133-003061-2019_Tender_003061-2019_td,1,26,1.2040731061225258,1.2968053265491941
97,ocds-0c46vo-0005-41280_Tender_41280ocds-0c46vo-0009-DN349830-1_Tender_DN349830-1,2,7,1.2173636640919963,1.2968053265491941
98,ocds-0c46vo-0005-41280_Tender_41280ocds-0c46vo-0015-1982807_Tender_1982807,2,13,1.838098399561328,1.602334867524885
99,ocds-0c46vo-0005-41280_Tender_41280ocds-0c46vo-0022-FEB285748_Tender_FEB285748,1,25,1.838098399561328,2.131626128042922
100,ocds-0c46vo-0005-41280_Tender_41280ocds-0c46vo-0133-009468-2019_Tender_009468-2019_td,2,8,6.051045347879773,3.740683929408469
101,ocds-0c46vo-0005-41280_Tender_41280ocds-0c46vo-0133-050390-2019_Tender_050390-2019_td,3,1,16.686380360058376,10.796594339943649
